"Obs_NM","DA_Obs","SRC_obs","Use_region","Gauge_nm","data_tp","Lat","Lon","HYD_STATUS"
01BF004,1138.4856,WSC,1,"NOUVELLE (RIVIERE) A 0,2 KM EN AMONT DU PONT-ROUTE 132 A NOUVELLE",Discharge,48.1587578295621,-66.3493800751875,A
01BG001,1415.5065,WSC,1,"CASCAPEDIA (PETITE RIVIERE) EN AMONT DU PONT",Discharge,48.1890175259721,-65.8122821106265,D
01BG002,2130.5412,WSC,1,"BONAVENTURE (RIVIERE) EN AMONT DU PONT",Discharge,48.1000088463708,-65.4618554800036,D
01BG003,1471.6314,WSC,1,"CASCAPEDIA (RIVIERE) EN AVAL DU LAC CASCAPEDIA",Discharge,48.6657540638937,-66.1887049944411,D
01BG004,2397.1788,WSC,1,"CASCAPEDIA (RIVIERE) EN AMONT DE LA RIVIERE ANGERS",Level,48.3181300119173,-65.97140670728,D
01BG005,1686.5469,WSC,1,"CASCAPEDIA (RIVIERE) EN AVAL DU RUISSEAU BERRY",Discharge,48.6281379984132,-66.1674465376491,A
01BG006,8.3835,WSC,1,"BASTIEN (RUISSEAU) EN AMONT DU PONT",Discharge,48.1093547873379,-66.1269642674226,D
01BG008,1344.0906,WSC,1,"CASCAPEDIA (PETITE RIVIERE) A SAINT-EDGAR",Discharge,48.2305713096366,-65.7356606316103,A
01BG009,1911.2616,WSC,1,"BONAVENTURE (RIVIERE) EN AMONT DU RUISSEAU CREUX",Discharge,48.1865348339362,-65.5578616193778,A
01BG010,1343.9268,WSC,1,"CASCAPEDIA (PETITE RIVIERE) A 0.9 KM RIVE DROITE AVAL  PONT-ROUTE A SAINT-EDGAR",Discharge,48.2320428999785,-65.7337112557667,D
01BH001,735.3081,WSC,1,"DARTMOUTH (RIVIERE) PRES DE CORTEREAL",Discharge,48.9331667209904,-64.634730949277,D
01BH002,1019.0736,WSC,1,"YORK (RIVIERE) A SUNNY BANK",Discharge,48.834553631524,-64.6251935039002,D
01BH003,24.4944,WSC,1,"PORPHYRE (RUISSEAU)",Discharge,48.9458158124541,-65.4883794937908,D
01BH005,632.493,WSC,1,"DARTMOUTH (RIVIERE) EN AMONT DU RUISSEAU DU PAS DE DAME",Discharge/Level,48.9791247607826,-64.6990414257783,A
01BH007,535.7007,WSC,1,"GRANDE-RIVIERE OUEST (LA)",Discharge,48.4776825647731,-64.5281197658605,D
01BH008,1080.8109,WSC,1,"SAINT-JEAN (RIVIERE)",Discharge,48.7709836626169,-64.5216120470567,D
01BH009,983.4282,WSC,1,"YORK RIVIERE) EN AMONT DU RUISSEAU D'ARGENT",Discharge,48.8317672763725,-64.6847942836793,D
01BH010,668.421,WSC,1,"YORK (RIVIERE) A 1,4 KM EN AVAL DU RUISSEAU DINNER ISLAND",Discharge,48.8064789168337,-64.9207327265789,A
01BH011,638.2998,WSC,1,"YORK (RIVIERE) EN AVAL DU RUISSEAU DES ETROITS",Discharge,48.7984717617026,-64.9476693809516,D
01BH012,1083.8448,WSC,1,"SAINT-JEAN (RIVIERE) EN AMONT DU PONT-ROUTE 132",Discharge,48.7685454056166,-64.5161712458004,D
01BJ001,372.0924,WSC,1,"TETAGOUCHE RIVER NEAR WEST BATHURST",Discharge,47.6563627012436,-65.6937342041255,D
01BJ002,100.6011,WSC,1,"EEL RIVER AT EEL RIVER CROSSING",<NA>,48.0126003167834,-66.4220781639939,D
01BJ003,502.6716,WSC,1,"JACQUET RIVER NEAR DURHAM CENTRE",Discharge/Level,47.8941131198144,-66.0254624272997,A
01BJ004,89.8362,WSC,1,"EEL RIVER NEAR EEL RIVER CROSSING",Discharge,48.0138887969642,-66.4402007914422,D
01BJ006,117.5004,WSC,1,"LITTLE RIVER AT CARROLL'S FARM",Discharge,47.567546381525,-65.7015065924286,D
01BJ007,7804.7388,WSC,1,"RESTIGOUCHE RIVER ABOVE RAFTING GROUND BROOK",Discharge/Level,47.908086448614,-66.9494496429647,A
01BJ008,106.9938,WSC,1,"MILLSTREAM RIVER AT ROBERTVILLE",Discharge,47.7019937648493,-65.776152521573,D
01BJ009,63.7164,WSC,1,"WALKER BROOK AT CAMPBELLTON",Discharge,47.988235012877,-66.6960298565761,D
01BJ010,219.3021,WSC,1,"MIDDLE RIVER NEAR BATHURST",Discharge/Level,47.6082883798675,-65.7215915820692,A
01BJ011,133.1298,WSC,1,"NIGADOO RIVER NEAR ALCIDA",Discharge,47.7399969598278,-65.81285094379,D
01BJ012,44.919,WSC,1,"EEL RIVER NEAR DUNDEE",Discharge/Level,47.9882078731424,-66.4902911325931,A
01BK001,1780.6347,WSC,1,"NEPISIGUIT RIVER AT BATHURST MINES",Discharge,47.388679759532,-65.8278054808384,D
01BK002,1762.308,WSC,1,"NEPISIGUIT RIVER AT NEPISIGUIT NARROWS",Discharge,47.3617790693664,-65.8448829635833,D
01BK003,1803.9069,WSC,1,"NEPISIGUIT RIVER AT NEPISIGUIT FALLS",Discharge,47.4046974859582,-65.7924697714179,D
01BK004,2026.2015,WSC,1,"NEPISIGUIT RIVER NEAR PABINEAU FALLS",Discharge/Level,47.495610252746,-65.6784203571574,D
01BK005,12.9771,WSC,1,"FORTY MILE BROOK AT CARIBOU DEPOT",Discharge,47.5678131481367,-66.2847878937267,D
01BK006,12.8799,WSC,1,"FORTY MILE BROOK (WEST BRANCH) AT CARIBOU DEPOT",Discharge,47.5595482290352,-66.2769107299485,D
01BL001,185.2398,WSC,1,"BASS RIVER AT BASS RIVER",Discharge/Level,47.6506117290153,-65.5773409157906,D
01BL002,180.4644,WSC,1,"RIVIERE CARAQUET AT BURNSVILLE",Discharge/Level,47.705610851953,-65.1551737036374,A
01BL003,363.7575,WSC,1,"BIG TRACADIE RIVER AT MURCHY BRIDGE CROSSING",Discharge/Level,47.4357239996312,-65.1060577834958,A
01BO001,5126.5953,WSC,1,"SOUTHWEST MIRAMICHI RIVER AT BLACKVILLE",Discharge/Level,46.7361621660428,-65.8261040484587,A
01BO002,629.3727,WSC,1,"RENOUS RIVER AT MCGRAW BROOK",Discharge,46.8210524186504,-66.1147615141173,D
01BO003,479.1771,WSC,1,"BARNABY RIVER BELOW SEMIWAGAN RIVER",Discharge,46.8891147864392,-65.5952499231947,D
01BO004,342.594,WSC,1,"BARTIBOG RIVER BELOW HIGHWAY NO. 8",Discharge,47.1911603368011,-65.3972182250718,D
01BP001,1327.4847,WSC,1,"LITTLE SOUTHWEST MIRAMICHI RIVER AT LYTTLETON",Discharge/Level,46.9363297329831,-65.9078902362072,A
01BP002,24.8103,WSC,1,"CATAMARAN BROOK AT REPAP ROAD BRIDGE",Discharge/Level,46.8565482066707,-66.189899133127,A
01BQ001,977.49,WSC,1,"NORTHWEST MIRAMICHI RIVER AT TROUT BROOK",Discharge/Level,47.0945789317149,-65.8369148435655,A
01BQ002,16.4736,WSC,1,"LITTLE SOUTH BRANCH TOMOGONOPS RIVER AT FRESH WATER POND",Discharge,47.2960154043169,-66.0624826253559,D
01BQ003,23.1759,WSC,1,"LITTLE SOUTH BRANCH TOMOGONOPS RIVER BELOW B PIT",Discharge,47.291639359077,-66.0428126150439,D
01BQ006,25.4763,WSC,1,"SOUTH BRANCH TOMOGONOPS RIVER NEAR HEATH STEEL MINES",Discharge,47.2543790908508,-65.966514417955,D
01BQ007,182.7639,WSC,1,"TOMOGONOPS RIVER AT THE MOUTH",Discharge,47.2334275158403,-65.8352801381717,D
01BR001,171.7002,WSC,1,"KOUCHIBOUGUAC RIVER NEAR VAUTOUR",Discharge,46.7431200562812,-65.2036624523771,D
01BS001,177.6879,WSC,1,"COAL BRANCH RIVER AT BEERSVILLE",Discharge/Level,46.4438684702508,-65.0644413374868,A
01BT001,31.6548,WSC,1,"KINNEAR RIVER NEAR HAUTE-ABOUJAGANE",Discharge,46.1540673171501,-64.3771274653509,D
01BU001,822.8952,WSC,1,"PETITCODIAC RIVER NEAR SALISBURY",Discharge,46.0146737559882,-65.0630666479015,D
01BU002,417.1887,WSC,1,"PETITCODIAC RIVER NEAR PETITCODIAC",Discharge/Level,45.9461923672754,-65.1675372774607,A
01BU003,129.4227,WSC,1,"TURTLE CREEK AT TURTLE CREEK",Discharge,45.9595201503207,-64.8773746330557,D
01BU004,32.5899,WSC,1,"PALMERS CREEK NEAR DORCHESTER",Discharge,45.8870515672659,-64.5160588688636,D
01BU005,2.8413,WSC,1,"HAYWARD BROOK SITE NO. 1 NEAR PETITCODIAC",Discharge,45.8653246325619,-65.1582928935572,D
01BU006,1.4859,WSC,1,"HAYWARD BROOK SITE NO. 4 NEAR PETITCODIAC",Discharge,45.8778214868366,-65.1799116223061,D
01BU007,7.1451,WSC,1,"HAYWARD BROOK SITE NO. 5 NEAR PETITCODIAC",Discharge,45.8715814173205,-65.1846551796826,D
01BU008,2.2401,WSC,1,"HAYWARD BROOK SITE NO. 6 NEAR PETITCODIAC",Discharge,45.873037318784,-65.1870582523448,D
01BU009,5.6097,WSC,1,"HOLMES BROOK SITE NO. 9 NEAR PETITCODIAC",Discharge/Level,45.8881820510564,-65.1462979289336,A
01BU013,1192.7637,WSC,1,"PETITCODIAC RIVER ABOVE TURTLE CREEK",Discharge,46.049290971678,-64.8957750799944,D
01BU014,1810.4508,WSC,1,"PETITCODIAC RIVER AT DOVER",Discharge,45.9888982188642,-64.6878828939514,D
01BU015,1983.3,WSC,1,"PETITCODIAC RIVER NEAR BEAUMONT",Level,45.86675533,-64.57415023,D
01BV001,132.5754,WSC,1,"MISPEC STREAM AT BLACK RIVER ROAD CROSSING",Discharge,45.2701404903182,-65.895176076979,D
01BV002,7.317,WSC,1,"KINNIE BROOK AT FUNDY NATIONAL PARK",Discharge,45.6098717636739,-64.9633952671489,D
01BV003,179.7345,WSC,1,"UPPER SALMON RIVER AT ALMA",Discharge,45.6100002744262,-64.9577856375,D
01BV004,39.6009,WSC,1,"BLACK RIVER AT GARNET SETTLEMENT",Discharge/Level,45.3062269249197,-65.8489796752548,A
01BV005,31.5558,WSC,1,"RATCLIFFE BROOK BELOW OTTER LAKE",Discharge,45.3671435275468,-65.810474427023,D
01BV006,136.3527,WSC,1,"POINT WOLFE RIVER AT FUNDY NATIONAL PARK",Discharge/Level,45.5588647959715,-65.0152442507245,A
01BV007,172.1556,WSC,1,"UPPER SALMON RIVER NEAR ALMA",Discharge,45.611221561189,-64.9577882589885,D
01BV008,279.8181,WSC,1,"BIG SALMON RIVER NEAR ST. MARTINS",Discharge,45.4239179380847,-65.4120845289581,D
01BV009,13.0203,WSC,1,"IMPOUNDMENT B AT NEW HORTON",Discharge,45.6974763548573,-64.6946803181434,D
01BV010,8.1198,WSC,1,"DICKSON BROOK AT FUNDY NATIONAL PARK",Discharge,45.5914368907511,-64.9570660887998,D
01CA001,39.5991,WSC,1,"CARRUTHERS BROOK NEAR HOWLAN",Discharge,46.7346370669871,-64.2251937613889,D
01CA002,23.9238,WSC,1,"TROUT RIVER NEAR TYNE VALLEY",Discharge,46.5631051494644,-63.9395731928632,D
01CA003,46.6857,WSC,1,"CARRUTHERS BROOK NEAR ST. ANTHONY",Discharge/Level,46.7435064178167,-64.1867726043273,A
01CA004,20.3679,WSC,1,"SMELT CREEK NEAR ELLERSLIE",Discharge,46.6016830495614,-63.9369149686745,D
01CA005,33.4854,WSC,1,"MIMINEGASH RIVER AT ST. LAWRENCE",Discharge,46.8491997231131,-64.1959109367221,D
01CB001,99.5049,WSC,1,"DUNK RIVER AT ROGERS MILL",Discharge,46.3416777153024,-63.6108236877428,D
01CB002,114.3999,WSC,1,"DUNK RIVER AT WALL ROAD",Discharge/Level,46.345381814798,-63.6333449958439,A
01CB003,4.4235,WSC,1,"PLAT RIVER AT SHERBROOKE",Discharge,46.4236379707757,-63.7767702136899,D
01CB004,46.6524,WSC,1,"WILMOT RIVER NEAR WILMOT VALLEY",Discharge/Level,46.3931176087949,-63.6594220186892,A
01CB005,12.5757,WSC,1,"NORTH BROOK NEAR WALL ROAD",Discharge,46.3467042456874,-63.631929626925,D
01CB006,6.1641,WSC,1,"EMERALD BROOK NEAR EMERALD",Discharge,46.359134762754,-63.5582067487631,D
01CB007,12.4596,WSC,1,"EAST BRANCH DUNK RIVER AT ELLIOTT",Discharge,46.3632891052413,-63.4639549362637,D
01CB008,19.8054,WSC,1,"DUNK RIVER NEAR BREADALBANE",Discharge,46.3513423422743,-63.4889998381218,D
01CB009,53.073,WSC,1,"DUNK RIVER AT MCKENNA'S BRIDGE",Discharge,46.3529453378671,-63.5423157174311,D
01CB010,16.2027,WSC,1,"DAMES BROOK NEAR NEWTON",Level,46.3475023237178,-63.5542079841547,D
01CB011,80.847,WSC,1,"DUNK RIVER ABOVE SCALES POND",Level,46.3490360976977,-63.5774771764753,D
01CB012,9.1152,WSC,1,"ELMO RIVER NEAR SCALES POND",Discharge,46.3391746089266,-63.596560354588,D
01CB013,99.414,WSC,1,"DUNK RIVER BELOW SCALES POND",Discharge,46.3430111116738,-63.6102707649773,D
01CB014,22.6557,WSC,1,"SOUTHWEST BROOK NEAR MIDDLETON",Discharge,46.3352673294029,-63.6334327698535,D
01CB015,5.0436,WSC,1,"CAPE TRAVERSE RIVER AT CARLETON",Discharge,46.2566732092697,-63.6545817540958,D
01CB018,11.5542,WSC,1,"BARBARA WEIT STREAM AT CAVENDISH FARM",Discharge/Level,46.427492892039,-63.6801737248531,A
01CC001,41.4171,WSC,1,"HUNTER RIVER AT HUNTER RIVER",Discharge,46.3600293193226,-63.3459070452587,D
01CC002,35.5923,WSC,1,"WINTER RIVER NEAR SUFFOLK",Discharge/Level,46.3318820626465,-63.0650638860455,A
01CC003,4.6899,WSC,1,"WINTER RIVER AT BRACKLEY WELLS PUMPING STATION",Discharge,46.315468119965,-63.1469683487698,D
01CC004,2.4102,WSC,1,"WRIGHTS CREEK NEAR AVONLEA ROAD",Discharge,46.2761780509481,-63.111479708359,D
01CC005,70.1631,WSC,1,"WEST RIVER AT RIVERDALE",Discharge/Level,46.2310191634357,-63.3512068597094,A
01CC006,26.9685,WSC,1,"CLYDE RIVER NEAR CLYDE RIVER",Discharge,46.2364875220533,-63.2604140491775,D
01CC007,26.0073,WSC,1,"CLARKS CREEK AT AUGUSTUS",Discharge,46.3200909490598,-62.8818552854993,D
01CC008,23.0031,WSC,1,"GLEN FINNAN RIVER AT TARANTUM",Discharge,46.2866497357975,-62.9518954592206,D
01CC009,5.4423,WSC,1,"HORNES CREEK AT MARSHFIELD",Discharge,46.2968923377478,-63.0779415094959,D
01CC010,16.38,WSC,1,"WINTER RIVER AT UNION",Discharge/Level,46.3149033957211,-63.1224828051149,A
01CC011,7.1613,WSC,1,"COLES CREEK AT MILTONVALE PUMPING STATION",Discharge/Level,46.3098630920795,-63.1953131080377,A
01CD001,136.6074,WSC,1,"MORELL RIVER AT MORELL",Discharge,46.3281928689955,-62.6990274179167,D
01CD002,133.5582,WSC,1,"MORELL RIVER AT PEAKES ROAD",Discharge,46.3173215276506,-62.6981404496777,D
01CD003,150.5007,WSC,1,"MORELL RIVER AT BANGOR",Discharge,46.3611544310511,-62.7009837654971,D
01CD004,22.6107,WSC,1,"BOUGHTON RIVER NEAR UPTON",<NA>,46.3417615398204,-62.5296691860812,D
01CD005,14.4396,WSC,1,"BEAR RIVER AT ST. MARGARETS",Discharge/Level,46.4530160653078,-62.3824025591087,A
01CE001,17.5599,WSC,1,"VERNON RIVER AT GLENCO ROAD CROSSING",Discharge,46.1993534812267,-62.8231567085101,D
01CE002,61.9443,WSC,1,"MONTAGUE RIVER (NORTH BRANCH) ABOVE MONTAGUE POWERHOUSE",Level,46.1492380921962,-62.6969795180782,D
01CE003,35.6364,WSC,1,"BRUDENELL RIVER NEAR BRUDENELL",Discharge,46.2006953374661,-62.6484972405663,D
01CE004,33.84,WSC,1,"BRUDENELL RIVER AT BRUDENELL",Discharge,46.20161413839,-62.6565481084585,D
01CE005,44.7624,WSC,1,"MONTAGUE RIVER NEAR HEAD OF MONTAGUE",Discharge,46.155992253402,-62.7259189390202,D
01CE006,10.4634,WSC,1,"CARDIGAN RIVER ABOVE CARDIGAN",Discharge,46.2411701002531,-62.6529953603301,D
01DA001,170.3745,WSC,1,"METEGHAN RIVER NEAR METEGHAN RIVER",Discharge,44.2167953299408,-66.1170772850884,D
01DB001,595.9953,WSC,1,"SISSIBOO RIVER NEAR WEYMOUTH",<NA>,44.4194103588333,-65.90651319962,D
01DB002,204.3243,WSC,1,"BEAR RIVER EAST BRANCH AT BEAR RIVER",Discharge,44.566918281924,-65.6337225449492,D
01DC001,137.2122,WSC,1,"ALLAIN RIVER AT LEQUILLE",Discharge,44.7236090877548,-65.4917929874311,D
01DC002,289.0908,WSC,1,"NICTAUX RIVER AT NICTAUX FALLS",Level,44.9090710468772,-65.0302015160862,D
01DC003,98.9298,WSC,1,"PARADISE BROOK NEAR PARADISE",Discharge,44.8432743941687,-65.1850930060505,D
01DC005,549.7992,WSC,1,"ANNAPOLIS RIVER AT WILMOT",Discharge/Level,44.9492170747046,-65.0296748051044,A
01DC006,99.8991,WSC,1,"SOUTH ANNAPOLIS RIVER AT MILLVILLE",Discharge,45.0021227004253,-64.8237017360337,D
01DC007,1014.7734,WSC,1,"ANNAPOLIS RIVER AT LAWRENCETOWN",Discharge/Level,44.8808285706629,-65.1580481471215,A
01DD001,467.3358,WSC,1,"GASPEREAU RIVER AT MARTIN'S BRIDGE",Discharge,45.0623418594398,-64.382252029972,D
01DD002,83.3337,WSC,1,"CORNWALLIS RIVER AT CAMBRIDGE STATION",Discharge/Level,45.064879600007,-64.6353899428439,A
01DD003,466.2603,WSC,1,"GASPEREAU RIVER AT MILLRACE DIVERSION",Discharge,45.0559373305897,-64.3981127546236,D
01DD004,8.9397,WSC,1,"SHARPE BROOK AT LLOYDS",Discharge/Level,45.0251188633833,-64.6364075829791,D
01DD005,17.9145,WSC,1,"NORTH BROOK AT SHEFFIELD MILLS",Discharge/Level,45.1501079547293,-64.4745267995141,A
01DE002,275.877,WSC,1,"ST. CROIX RIVER AT HARTVILLE",Discharge/Level,44.9519098931142,-64.0270765925053,D
01DF001,172.7991,WSC,1,"KENNETCOOK RIVER AT KENNETCOOK",Discharge,45.1756538123745,-63.7233520890873,D
01DG001,404.0874,WSC,1,"STEWIACKE RIVER NEAR UPPER STEWIACKE",Discharge,45.2146983047833,-62.9972093895959,D
01DG002,44.0982,WSC,1,"FALL RIVER AT WAVERLEY",<NA>,44.807857978733,-63.6078836791678,D
01DG003,95.3478,WSC,1,"BEAVERBANK RIVER NEAR KINSAC",Discharge/Level,44.8512145366897,-63.6638661157972,A
01DG004,5.5602,WSC,1,"BENNERY BROOK NEAR BENNERY LAKE",<NA>,44.9018597241581,-63.552376277215,D
01DG006,399.4866,WSC,1,"SHUBENACADIE RIVER AT ENFIELD",Discharge,44.9317178523033,-63.5343130429991,D
01DG007,140.7042,WSC,1,"SHUBENACADIE RIVER AT LAKE THOMAS",<NA>,44.8178463608051,-63.6129835888799,D
01DG017,26.9325,WSC,1,"POWDER MILL LAKE BROOK NEAR WAVERLEY",<NA>,44.7722045298119,-63.6067809520329,D
01DG018,73.1853,WSC,1,"PEMBROKE RIVER AT GLENBERVIE",Discharge,45.2650461367727,-62.9407463757706,D
01DG019,6.4791,WSC,1,"BLACK BROOK AT OLDHAM",Discharge,44.917404211866,-63.4929587905656,D
01DG020,27.216,WSC,1,"BENNERY BROOK SITE NO. 1",Discharge/Level,44.9281859748561,-63.5355817495246,D
01DG021,24.5421,WSC,1,"BENNERY BROOK SITE NO. 2",Discharge,44.9170933146801,-63.53889720941,D
01DG022,1.3977,WSC,1,"BENNERY BROOK SITE NO. 3",Discharge,44.916008712173,-63.5400996461656,D
01DG023,7.6581,WSC,1,"BENNERY BROOK SITE NO. 4",Discharge,44.90827265878,-63.5384632978015,D
01DG024,16.0515,WSC,1,"BENNERY BROOK SITE NO. 6",<NA>,44.9094724447169,-63.5367551238858,D
01DG025,2.8458,WSC,1,"BENNERY BROOK SITE NO. 5",Discharge,44.9076127636916,-63.5351291230689,D
01DG026,13.0698,WSC,1,"BENNERY BROOK SITE NO. 7",Discharge,44.9064921246793,-63.5338185320089,D
01DG027,6.1794,WSC,1,"BENNERY BROOK SITE NO. 8",Discharge,44.9030390357378,-63.5320680909691,D
01DG028,3.5334,WSC,1,"BENNERY BROOK SITE NO. 9",Discharge,44.8982227904068,-63.5291817356434,D
01DG029,2.3409,WSC,1,"BENNERY BROOK SITE NO. 10",Discharge,44.8930368112143,-63.5261384006555,D
01DG030,1.2591,WSC,1,"BENNERY BROOK SITE NO. 11",Discharge,44.8857902688415,-63.533035228389,D
01DG031,0.8523,WSC,1,"BENNERY BROOK SITE NO. 14",Discharge,44.8864509715538,-63.5194481777896,D
01DG032,0.6453,WSC,1,"BENNERY BROOK SITE NO. 12",Discharge,44.8832459980623,-63.5264032712547,D
01DG033,0.4572,WSC,1,"BENNERY BROOK SITE NO. 15",Discharge,44.8796652744077,-63.524322628858,D
01DG035,89.6679,WSC,1,"SHUBENACADIE RIVER AT OUTLET LAKE WILLIAM",<NA>,44.7851997220433,-63.598761539316,D
01DG041,2.1465,WSC,1,"MUDDY POND BROOK AT WAVERLEY",<NA>,44.7887667275901,-63.6088688412931,D
01DG043,93.6279,WSC,1,"ST ANDREWS RIVER AT STEWIACKE",Discharge/Level,45.1205542043314,-63.3430366219018,A
01DH001,313.9695,WSC,1,"SALMON RIVER AT VALLEY",Discharge,45.3832085275884,-63.1970889778888,D
01DH002,358.9614,WSC,1,"SALMON RIVER AT MURRAY",Discharge/Level,45.3694724007384,-63.2153246327263,A
01DH003,9.2934,WSC,1,"FRASER BROOK NEAR ARCHIBALD",Discharge,45.3431919683616,-63.1678448266333,D
01DH004,205.6275,WSC,1,"NORTH RIVER AT NORTH RIVER",Discharge/Level,45.4251728159448,-63.2549437294984,A
01DH005,283.5675,WSC,1,"SALMON RIVER AT UNION",Discharge,45.3982486777805,-63.1234336349233,D
01DH006,41.8878,WSC,1,"MCCLURES BROOK AT COBEQUID TRAIL",Discharge/Level,45.3591180085166,-63.2956899688176,A
01DJ001,88.7895,WSC,1,"GREAT VILLAGE RIVER NEAR GREAT VILLAGE",Discharge,45.4389843769267,-63.5975951240799,D
01DJ003,96.0003,WSC,1,"ECONOMY RIVER NEAR ECONOMY",Discharge,45.4142627151587,-63.9040528493649,D
01DJ004,6.2172,WSC,1,"FIVE ISLANDS RIVER NEAR BRITISH LAKE",Discharge,45.536300907282,-64.0153893155818,D
01DJ005,88.8111,WSC,1,"GREAT VILLAGE RIVER NEAR SCRABBLE HILL",Discharge/Level,45.4382696126734,-63.5989690568083,A
01DL001,63.1287,WSC,1,"KELLEY RIVER (MILL CREEK) AT EIGHT MILE FORD",Discharge/Level,45.586958214164,-64.4507037240983,A
01DL002,97.8336,WSC,1,"MACCAN RIVER AT EAST SOUTHAMPTON",Discharge,45.5914213084945,-64.2027279443721,D
01DN001,356.9409,WSC,1,"RIVER PHILIP AT OXFORD ELECTRIC LIGHT PLANT",Discharge,45.7038653409011,-63.876365749986,D
01DN002,231.8292,WSC,1,"RIVER PHILIP NEAR RIVER PHILIP POST OFFICE",Discharge,45.6706105679064,-63.8961062484429,D
01DN003,392.6016,WSC,1,"WALLACE RIVER AT HOWARD'S MILL",Discharge,45.751637945608,-63.5657260238102,D
01DN004,280.6083,WSC,1,"WALLACE RIVER AT WENTWORTH CENTRE",Discharge,45.6779120664767,-63.5590144019131,D
01DN005,120.3651,WSC,1,"WALLACE RIVER AT WENTWORTH",Discharge,45.6640671834455,-63.5558118907234,D
01DN006,39.9195,WSC,1,"ROARING RIVER AT WESTCHESTER STATION",Discharge,45.6191063747539,-63.6650092290207,D
01DN007,103.7475,WSC,1,"RIVER PHILIP AT COLLINGWOOD CORNER",Discharge,45.6079676272099,-63.9335615018108,D
01DN008,48.8322,WSC,1,"WEST RIVER PHILIP AT COLLINGWOOD CORNER",Discharge,45.6068719070073,-63.9339224089239,D
01DO001,245.745,WSC,1,"RIVER JOHN AT WELSFORD",Discharge,45.7286551878617,-63.0527397583061,D
01DP001,0.045,WSC,1,"EAST RIVER (PICTOU) EAST BRANCH AT EUREKA",Discharge,45.5035430844466,-62.6769312419363,D
01DP002,140.7006,WSC,1,"EAST RIVER (PICTOU) WEST BRANCH AT EUREKA",Discharge,45.4985371784259,-62.6824171003466,D
01DP003,412.1766,WSC,1,"EAST RIVER AT STELLARTON",Discharge,45.5487911609252,-62.6623217239794,D
01DP004,90.6867,WSC,1,"MIDDLE RIVER OF PICTOU AT ROCKLIN",Discharge/Level,45.497334050945,-62.7798710135227,A
01DQ001,49.2867,WSC,1,"EAST FRENCH RIVER NEAR MERIGOMISH",Discharge,45.6078221348642,-62.4252553829086,D
01DR001,180.3303,WSC,1,"SOUTH RIVER AT ST. ANDREWS",Discharge/Level,45.559680552556,-61.9038697949843,A
01DR002,51.4242,WSC,1,"JAMES RIVER NEAR JAMES RIVER",Discharge,45.580382111592,-62.1054694440299,D
01DR003,64.0575,WSC,1,"RIGHTS RIVER NEAR ANTIGONISH",Discharge,45.6454304265315,-62.020200590291,D
01EA001,1452.1005,WSC,1,"TUSKET RIVER AT TUSKET FALLS",Discharge,43.8837451912294,-65.9772050406064,D
01EA002,336.7674,WSC,1,"TUSKET RIVER (WEST BRANCH) AT REYNARD BRIDGE",<NA>,43.9275120031561,-65.9336566331738,D
01EA003,1066.6674,WSC,1,"TUSKET RIVER AT WILSON'S BRIDGE",Discharge/Level,43.9240989348687,-65.8681942256267,A
01EC001,498.5865,WSC,1,"ROSEWAY RIVER AT LOWER OHIO",Discharge/Level,43.837336324446,-65.3691920469087,A
01EC002,17.6193,WSC,1,"BLUE HILL BOG BROOK NEAR JORDAN FALLS",Discharge,43.8280962290742,-65.1946397460978,D
01ED001,1619.6058,WSC,1,"MERSEY RIVER AT INDIAN GARDENS",<NA>,44.1618033668242,-65.0075930731973,D
01ED002,1851.2703,WSC,1,"MERSEY RIVER AT LOWER GREAT BROOK FALLS",<NA>,44.089777137909,-64.8456855612302,D
01ED003,1898.6805,WSC,1,"MERSEY RIVER AT MILTON",Discharge,44.0665353893598,-64.7636482257347,D
01ED005,722.3364,WSC,1,"MERSEY RIVER BELOW GEORGE LAKE",Discharge/Level,44.3329885021108,-65.2043862914571,A
01ED006,722.3202,WSC,1,"KEJIMKUJIK LAKE",<NA>,44.3334770973641,-65.2048866131969,D
01ED007,291.4218,WSC,1,"MERSEY RIVER BELOW MILL FALLS",Discharge/Level,44.437260756794,-65.2220514200875,A
01ED008,0.9882,WSC,1,"BEAVERSKIN BROOK AT BEAVERSKIN LAKE",<NA>,44.305038495047,-65.335623509526,D
01ED009,8.0865,WSC,1,"ROGERS BROOK NEAR JAKES LANDING",Discharge,44.4078352019332,-65.2226627902404,D
01ED010,1.0665,WSC,1,"ROGERS BROOK NEAR GRAFTON ROAD",Discharge,44.4260118202642,-65.2146668401823,D
01ED011,0.72,WSC,1,"ROGERS BROOK NEAR GRAFTON ROAD, SITE  NO.2",Discharge,44.4272442924034,-65.21301638556,D
01ED013,276.9057,WSC,1,"SHELBURNE RIVER AT POLLARD'S FALLS BRIDGE",Discharge/Level,44.2152086629511,-65.2418937162305,A
01EE001,1413.3546,WSC,1,"MEDWAY RIVER AT CHARLESTON",Discharge,44.1738713899999,-64.6597732171143,D
01EE002,352.1925,WSC,1,"MEDWAY RIVER AT HARMONY MILLS",<NA>,44.4131420257355,-65.0548188938257,D
01EE003,56.7855,WSC,1,"HERRING COVE BROOK NEAR BROOKLYN",Discharge,44.0618938759046,-64.6921653098042,D
01EE004,140.3703,WSC,1,"WESTFIELD RIVER NEAR NORTH BROOKFIELD",Discharge,44.4056640631521,-64.9877785866698,D
